event_id,dept_id,risk_type,severity,date
9336,105,Process Failure,Critical,2024-12-30
9337,102,System Downtime,Low,2024-09-20
9338,104,Fraud Alert,Critical,2024-03-28
9339,101,System Downtime,Medium,2024-09-07
9340,103,System Downtime,High,2024-04-07
9341,102,Compliance Breach,Critical,2024-04-28
9342,104,System Downtime,Medium,2024-11-18
9343,105,Compliance Breach,Low,2024-02-24
9344,103,Process Failure,Medium,2024-04-13
9345,102,Compliance Breach,Low,2024-01-15
9346,104,Process Failure,Critical,2024-11-12
9347,102,Fraud Alert,Low,2024-12-08
9348,104,Fraud Alert,Medium,2024-11-30
9349,101,Fraud Alert,Low,2024-11-19
9350,102,Fraud Alert,Low,2024-11-17
9351,105,System Downtime,High,2024-07-12
9352,105,Compliance Breach,Low,2024-09-21
9353,103,Compliance Breach,Low,2024-07-23
9354,101,System Downtime,Low,2024-09-10
9355,105,Process Failure,High,2024-02-02
9356,103,Process Failure,Critical,2024-03-03
9357,105,System Downtime,Low,2024-08-28
9358,104,Compliance Breach,Medium,2024-03-27
9359,103,Compliance Breach,Critical,2024-09-04
9360,101,Process Failure,Low,2024-02-10
9361,102,Process Failure,High,2024-02-05
9362,102,Process Failure,Critical,2024-10-19
9363,105,System Downtime,Critical,2024-02-08
9364,105,System Downtime,Medium,2024-07-09
9365,103,Fraud Alert,Medium,2024-11-20
9366,105,System Downtime,Medium,2024-11-24
9367,104,System Downtime,High,2024-10-20
9368,105,Fraud Alert,Critical,2024-08-24
9369,103,Fraud Alert,High,2024-07-30
9370,103,System Downtime,Critical,2024-05-12
9371,105,Fraud Alert,High,2024-01-10
9372,102,System Downtime,Low,2024-12-19
9373,105,System Downtime,Medium,2024-01-17
9374,101,System Downtime,Critical,2024-02-26
9375,102,Fraud Alert,Low,2024-01-02
9376,104,System Downtime,Medium,2024-05-31
9377,103,System Downtime,Critical,2024-12-29
9378,103,Fraud Alert,High,2024-05-06
9379,105,Compliance Breach,Medium,2024-08-28
9380,105,Process Failure,Critical,2024-08-08
9381,103,System Downtime,Critical,2024-01-10
9382,101,Compliance Breach,High,2024-12-29
9383,102,System Downtime,Medium,2024-11-27
9384,103,System Downtime,Critical,2024-11-26
9385,105,Process Failure,High,2024-09-16
9386,104,System Downtime,Low,2024-06-21
9387,105,Compliance Breach,Low,2024-10-18
9388,102,Process Failure,High,2024-10-03
9389,103,Process Failure,Low,2024-09-15
9390,103,Process Failure,Low,2024-10-15
9391,104,Process Failure,Medium,2024-07-24
9392,101,System Downtime,Low,2024-01-07
9393,103,System Downtime,Low,2024-07-22
9394,105,System Downtime,Medium,2024-08-05
9395,103,Fraud Alert,Low,2024-12-13
9396,102,Fraud Alert,Medium,2024-08-18
9397,105,Fraud Alert,Medium,2024-03-05
9398,104,Fraud Alert,Medium,2024-07-21
9399,101,Process Failure,Low,2024-01-27
9400,104,Fraud Alert,High,2024-08-24
9401,102,Process Failure,High,2024-11-27
9402,102,System Downtime,Medium,2024-01-15
9403,105,Process Failure,Medium,2024-04-21
9404,104,Process Failure,Low,2024-02-01
9405,101,System Downtime,Medium,2024-06-04
9406,102,Compliance Breach,Low,2024-08-09
9407,105,System Downtime,High,2024-05-23
9408,103,Compliance Breach,Medium,2024-09-13
9409,105,Process Failure,Medium,2024-12-28
9410,101,Process Failure,Low,2024-05-11
9411,105,Compliance Breach,High,2024-10-13
9412,104,Compliance Breach,High,2024-12-21
9413,104,System Downtime,Critical,2024-06-25
9414,105,System Downtime,Medium,2024-07-26
9415,104,Process Failure,Critical,2024-12-17
9416,102,Fraud Alert,Low,2024-05-18
9417,102,Fraud Alert,High,2024-05-05
9418,101,Process Failure,Medium,2024-03-30
9419,104,Compliance Breach,Medium,2024-12-04
9420,103,System Downtime,Low,2024-07-28
9421,104,System Downtime,Medium,2024-12-14
9422,105,System Downtime,High,2024-04-15
9423,103,System Downtime,Low,2024-11-15
9424,103,Process Failure,Low,2024-05-02
9425,101,Process Failure,Low,2024-11-15
9426,101,System Downtime,Low,2024-08-21
9427,102,Fraud Alert,Critical,2024-03-14
9428,105,Process Failure,Low,2024-03-26
9429,104,Process Failure,Critical,2024-11-30
9430,101,System Downtime,High,2024-06-20
9431,103,System Downtime,Critical,2024-12-21
9432,102,System Downtime,Critical,2024-02-22
9433,101,Fraud Alert,Critical,2024-05-18
9434,104,Compliance Breach,High,2024-07-22
9435,101,System Downtime,Medium,2024-11-07
9436,105,Fraud Alert,Critical,2024-02-28
9437,101,Fraud Alert,Medium,2024-07-29
9438,102,System Downtime,Low,2024-06-14
9439,101,Process Failure,High,2024-01-25
9440,101,Fraud Alert,Medium,2024-12-23
9441,105,Process Failure,Critical,2024-05-11
9442,101,Compliance Breach,Critical,2024-09-19
9443,102,System Downtime,Critical,2024-01-27
9444,105,Compliance Breach,High,2024-01-11
9445,104,Compliance Breach,High,2024-03-07
9446,101,Compliance Breach,Critical,2024-12-11
9447,105,Process Failure,High,2024-07-17
9448,103,Process Failure,High,2024-08-23
9449,105,Process Failure,Critical,2024-11-29
9450,105,System Downtime,Medium,2024-10-07
9451,105,Process Failure,Low,2024-12-04
9452,105,Fraud Alert,Low,2024-09-10
9453,102,Process Failure,Medium,2024-08-12
9454,104,Fraud Alert,Critical,2024-11-12
9455,103,Process Failure,Low,2024-11-07
9456,101,Fraud Alert,Medium,2024-12-18
9457,103,Fraud Alert,Critical,2024-04-28
9458,104,Compliance Breach,Critical,2024-01-07
9459,101,Process Failure,Low,2024-12-15
9460,102,Fraud Alert,Low,2024-01-08
9461,105,Compliance Breach,Critical,2024-06-10
9462,101,Compliance Breach,Critical,2024-11-12
9463,104,Process Failure,High,2024-04-30
9464,101,System Downtime,Critical,2024-03-04
9465,105,Compliance Breach,Critical,2024-11-28
9466,101,System Downtime,Medium,2024-04-13
9467,101,Process Failure,High,2024-07-11
9468,102,Process Failure,High,2024-04-13
9469,103,Process Failure,Medium,2024-04-05
9470,101,Process Failure,High,2024-07-02
9471,104,Process Failure,Medium,2024-09-04
9472,102,Fraud Alert,Critical,2024-11-24
9473,101,Fraud Alert,Low,2024-02-11
9474,104,System Downtime,Low,2024-10-10
9475,101,System Downtime,High,2024-03-30
9476,102,Compliance Breach,High,2024-10-11
9477,103,System Downtime,Low,2024-08-28
9478,102,System Downtime,Low,2024-12-30
9479,102,Compliance Breach,Medium,2024-06-24
9480,103,Compliance Breach,Critical,2024-10-24
9481,103,Fraud Alert,Critical,2024-06-03
9482,102,Fraud Alert,Critical,2024-06-23
9483,105,Compliance Breach,High,2024-06-26
9484,103,Compliance Breach,High,2024-04-12
9485,104,Fraud Alert,Medium,2024-05-30
9486,103,Compliance Breach,Critical,2024-05-04
9487,103,Fraud Alert,Medium,2024-02-25
9488,102,Compliance Breach,Medium,2024-03-30
9489,104,System Downtime,Low,2024-08-13
9490,101,System Downtime,Medium,2024-04-05
9491,103,Process Failure,Low,2024-11-07
9492,101,Compliance Breach,High,2024-08-04
9493,104,Compliance Breach,Low,2024-05-08
9494,102,System Downtime,Medium,2024-01-09
9495,102,System Downtime,High,2024-09-02
9496,101,Process Failure,Critical,2024-05-01
9497,102,Compliance Breach,Critical,2024-05-16
9498,104,Fraud Alert,High,2024-01-05
9499,101,Process Failure,Medium,2024-03-15
9500,102,Compliance Breach,Medium,2024-05-17
9501,102,Compliance Breach,Medium,2024-09-27
9502,103,Process Failure,Medium,2024-09-17
9503,102,Process Failure,Low,2024-11-26
9504,103,Fraud Alert,Critical,2024-09-30
9505,104,Fraud Alert,Low,2024-04-01
9506,102,Fraud Alert,Medium,2024-01-21
9507,105,Fraud Alert,Critical,2024-02-09
9508,105,Fraud Alert,Medium,2024-08-07
9509,101,Compliance Breach,Low,2024-02-22
9510,102,System Downtime,Low,2024-11-22
9511,103,Process Failure,Critical,2024-03-25
9512,103,Process Failure,Low,2024-07-17
9513,101,Compliance Breach,Low,2024-01-10
9514,105,Fraud Alert,Critical,2024-04-19
9515,104,System Downtime,Critical,2024-04-18
9516,104,Compliance Breach,Critical,2024-01-18
9517,101,Process Failure,Medium,2024-03-20
9518,104,Compliance Breach,Critical,2024-04-26
9519,101,Compliance Breach,Low,2024-08-20
9520,102,Compliance Breach,High,2024-02-20
9521,103,Compliance Breach,Low,2024-05-30
9522,105,Compliance Breach,Critical,2024-11-21
9523,105,System Downtime,Low,2024-02-07
9524,103,Compliance Breach,Low,2024-12-21
9525,104,Compliance Breach,High,2024-07-27
9526,103,Compliance Breach,Low,2024-03-18
9527,103,Compliance Breach,Critical,2024-05-31
9528,103,Fraud Alert,Low,2024-03-10
9529,102,Process Failure,Medium,2024-08-22
9530,102,Fraud Alert,Low,2024-04-19
9531,105,Fraud Alert,Medium,2024-06-19
9532,104,Process Failure,Critical,2024-05-13
9533,102,Fraud Alert,High,2024-07-15
9534,105,Compliance Breach,Low,2024-08-24
9535,102,Fraud Alert,Critical,2024-02-26
9536,101,Fraud Alert,High,2024-05-06
9537,102,Process Failure,Low,2024-11-10
9538,105,System Downtime,High,2024-10-21
9539,101,Compliance Breach,High,2024-10-17
9540,102,Fraud Alert,Low,2024-08-19
9541,105,Process Failure,Low,2024-07-18
9542,105,Compliance Breach,Medium,2024-02-12
9543,102,System Downtime,Low,2024-11-13
9544,105,Fraud Alert,Critical,2024-09-23
9545,103,Fraud Alert,High,2024-02-15
9546,104,System Downtime,High,2024-04-24
9547,105,Fraud Alert,Medium,2024-01-30
9548,101,System Downtime,Low,2024-12-06
9549,104,Process Failure,High,2024-10-10
9550,102,Process Failure,Medium,2024-10-27
9551,102,System Downtime,High,2024-12-14
9552,102,System Downtime,Medium,2024-11-12
9553,103,Compliance Breach,Critical,2024-02-21
9554,102,Compliance Breach,Medium,2024-05-15
9555,105,Process Failure,Critical,2024-04-02
9556,101,Process Failure,Critical,2024-05-24
9557,105,System Downtime,Low,2024-01-17
9558,101,System Downtime,Low,2024-09-28
9559,105,Compliance Breach,High,2024-12-22
9560,105,Fraud Alert,Low,2024-06-22
9561,102,System Downtime,Low,2024-04-18
9562,105,Fraud Alert,Low,2024-08-18
9563,103,Process Failure,Medium,2024-09-30
9564,101,System Downtime,High,2024-07-05
9565,104,Process Failure,High,2024-05-21
9566,103,Process Failure,Medium,2024-08-10
9567,105,Fraud Alert,Medium,2024-08-21
9568,101,Compliance Breach,Medium,2024-01-16
9569,101,System Downtime,Critical,2024-01-04
9570,104,System Downtime,High,2024-05-27
9571,103,Fraud Alert,High,2024-06-02
9572,104,Fraud Alert,Critical,2024-04-08
9573,104,Process Failure,Medium,2024-10-18
9574,103,Fraud Alert,Critical,2024-10-25
9575,102,Process Failure,Medium,2024-07-10
9576,103,System Downtime,Critical,2024-12-28
9577,105,Compliance Breach,Low,2024-09-06
9578,104,Process Failure,Medium,2024-02-29
9579,104,System Downtime,Medium,2024-08-27
9580,104,Fraud Alert,Medium,2024-11-07
9581,101,Compliance Breach,Medium,2024-10-27
9582,104,Compliance Breach,High,2024-02-08
9583,102,Process Failure,Critical,2024-01-18
9584,103,Process Failure,Low,2024-04-20
9585,101,Process Failure,High,2024-06-16
9586,104,Process Failure,Critical,2024-03-12
9587,103,Fraud Alert,Low,2024-05-07
9588,101,System Downtime,Medium,2024-07-10
9589,101,Compliance Breach,High,2024-01-20
9590,103,Compliance Breach,Medium,2024-08-01
9591,105,Process Failure,High,2024-04-27
9592,101,Process Failure,Low,2024-07-31
9593,102,Process Failure,Medium,2024-05-29
9594,101,Fraud Alert,Medium,2024-12-26
9595,101,Compliance Breach,Medium,2024-02-21
9596,105,Compliance Breach,Medium,2024-08-04
9597,101,Fraud Alert,Medium,2024-04-11
9598,105,Compliance Breach,Medium,2024-09-23
9599,102,Fraud Alert,Critical,2024-01-20
9600,103,Process Failure,Medium,2024-01-23
9601,102,Compliance Breach,Critical,2024-04-25
9602,101,Fraud Alert,Critical,2024-10-31
9603,105,Compliance Breach,Critical,2024-06-30
9604,105,System Downtime,Critical,2024-09-05
9605,105,Fraud Alert,High,2024-07-25
9606,102,Process Failure,Medium,2024-12-28
9607,102,Process Failure,Medium,2024-07-07
9608,105,System Downtime,Critical,2024-02-14
9609,101,System Downtime,Low,2024-12-20
9610,105,System Downtime,Critical,2024-02-01
9611,103,System Downtime,High,2024-07-13
9612,102,Process Failure,High,2024-08-26
9613,104,Process Failure,Medium,2024-12-27
9614,103,Fraud Alert,Low,2024-11-21
9615,105,Compliance Breach,Low,2024-09-09
9616,104,Fraud Alert,Critical,2024-10-12
9617,101,Fraud Alert,Low,2024-01-11
9618,101,Compliance Breach,High,2024-05-25
9619,101,Fraud Alert,High,2024-10-09
9620,101,Process Failure,High,2024-11-16
9621,103,Compliance Breach,Low,2024-03-01
9622,104,Compliance Breach,Medium,2024-05-17
9623,102,Fraud Alert,Critical,2024-01-20
9624,102,Process Failure,Low,2024-02-01
9625,105,Compliance Breach,Critical,2024-09-21
9626,103,Process Failure,Critical,2024-10-22
9627,105,System Downtime,Medium,2024-08-31
9628,105,System Downtime,High,2024-06-09
9629,101,System Downtime,High,2024-06-23
9630,101,Process Failure,High,2024-12-25
9631,103,Process Failure,Low,2024-07-08
9632,102,System Downtime,Low,2024-11-24
9633,101,Process Failure,Low,2024-08-13
9634,104,Compliance Breach,Medium,2024-09-06
9635,102,Fraud Alert,Low,2024-10-23
9636,103,Compliance Breach,Critical,2024-04-05
9637,102,Process Failure,High,2024-07-29
9638,104,System Downtime,Critical,2024-09-12
9639,101,Compliance Breach,Medium,2024-06-19
9640,104,Process Failure,Critical,2024-12-23
9641,103,System Downtime,High,2024-09-28
9642,101,Compliance Breach,High,2024-10-16
9643,101,Fraud Alert,Medium,2024-03-22
9644,105,System Downtime,High,2024-04-06
9645,103,Fraud Alert,High,2024-07-08
9646,104,Fraud Alert,Critical,2024-04-25
9647,101,System Downtime,Critical,2024-09-01
9648,103,Fraud Alert,Critical,2024-03-15
9649,104,Fraud Alert,High,2024-07-10
9650,102,System Downtime,Medium,2024-04-22
9651,102,Process Failure,Low,2024-08-27
9652,102,Process Failure,Low,2024-12-01
9653,101,Compliance Breach,Medium,2024-07-19
9654,104,Fraud Alert,Low,2024-12-12
9655,102,Fraud Alert,Low,2024-11-12
9656,105,Process Failure,Critical,2024-03-04
9657,102,Compliance Breach,Low,2024-06-09
9658,105,System Downtime,Low,2024-05-07
9659,102,System Downtime,Medium,2024-05-11
9660,101,Compliance Breach,Medium,2024-09-12
9661,103,Compliance Breach,Medium,2024-06-16
9662,102,Compliance Breach,High,2024-12-04
9663,103,Fraud Alert,Low,2024-06-04
9664,103,Process Failure,Critical,2024-02-20
9665,103,System Downtime,Medium,2024-12-12
9666,105,Compliance Breach,High,2024-04-08
9667,102,System Downtime,Critical,2024-10-17
9668,104,Process Failure,High,2024-11-27
9669,102,Fraud Alert,Medium,2024-10-20
9670,104,Compliance Breach,High,2024-06-11
9671,105,Process Failure,High,2024-10-17
9672,104,Compliance Breach,Medium,2024-02-14
9673,102,System Downtime,Critical,2024-05-23
9674,105,Process Failure,Medium,2024-08-14
9675,103,Fraud Alert,Critical,2024-03-12
9676,101,System Downtime,Low,2024-12-01
9677,101,Compliance Breach,Critical,2024-04-10
9678,103,Fraud Alert,Low,2024-05-30
9679,101,Fraud Alert,Medium,2024-05-02
9680,104,System Downtime,Critical,2024-07-19
9681,102,System Downtime,High,2024-01-31
9682,103,Compliance Breach,Low,2024-03-27
9683,102,Compliance Breach,Medium,2024-05-21
9684,101,Fraud Alert,Medium,2024-07-15
9685,102,Fraud Alert,Low,2024-05-15
9686,105,System Downtime,High,2024-01-06
9687,103,Compliance Breach,Critical,2024-05-24
9688,103,Compliance Breach,High,2024-10-28
9689,102,Fraud Alert,High,2024-05-12
9690,101,Compliance Breach,Critical,2024-07-05
9691,104,Process Failure,Low,2024-11-16
9692,105,System Downtime,Low,2024-09-01
9693,102,Compliance Breach,High,2024-08-15
9694,105,Fraud Alert,Medium,2024-11-15
9695,105,Process Failure,Critical,2024-05-22
9696,105,System Downtime,Low,2024-01-19
9697,105,Fraud Alert,Medium,2024-09-25
9698,101,Process Failure,Critical,2024-10-14
9699,105,System Downtime,High,2024-07-27
9700,104,Compliance Breach,Medium,2024-09-04
9701,103,Fraud Alert,High,2024-04-01
9702,104,Process Failure,Critical,2024-05-28
9703,105,Compliance Breach,Critical,2024-04-29
9704,101,Fraud Alert,High,2024-07-21
9705,102,Compliance Breach,Medium,2024-05-14
9706,103,Fraud Alert,Medium,2024-10-21
9707,101,Fraud Alert,Medium,2024-11-21
9708,102,Process Failure,Critical,2024-07-18
9709,105,Compliance Breach,High,2024-04-08
9710,101,System Downtime,Low,2024-08-28
9711,101,Process Failure,Medium,2024-01-13
9712,103,Fraud Alert,Low,2024-07-07
9713,101,System Downtime,High,2024-03-21
9714,102,Fraud Alert,High,2024-11-04
9715,102,Fraud Alert,Low,2024-06-20
9716,102,Process Failure,High,2024-03-24
9717,105,Compliance Breach,Medium,2024-10-12
9718,103,Compliance Breach,Medium,2024-11-20
9719,101,System Downtime,High,2024-05-31
9720,101,Compliance Breach,Low,2024-12-12
9721,101,System Downtime,Medium,2024-09-07
9722,105,Fraud Alert,High,2024-08-03
9723,102,Compliance Breach,Critical,2024-05-05
9724,101,Fraud Alert,Low,2024-06-21
9725,102,System Downtime,Low,2024-01-05
9726,104,Fraud Alert,Medium,2024-09-19
9727,104,Compliance Breach,Low,2024-04-07
9728,105,System Downtime,Low,2024-07-15
9729,102,Fraud Alert,Critical,2024-09-07
9730,101,Compliance Breach,Medium,2024-10-06
9731,103,Process Failure,High,2024-01-01
9732,104,System Downtime,Medium,2024-02-09
9733,101,Compliance Breach,High,2024-03-09
9734,105,Process Failure,Low,2024-09-23
9735,101,Fraud Alert,Medium,2024-05-29
9736,104,System Downtime,Medium,2024-04-02
9737,104,Fraud Alert,Critical,2024-01-10
9738,102,Fraud Alert,Medium,2024-12-16
9739,105,Compliance Breach,Low,2024-07-14
9740,103,Process Failure,Critical,2024-07-09
9741,104,Compliance Breach,Low,2024-09-08
9742,104,Compliance Breach,High,2024-12-13
9743,102,Fraud Alert,High,2024-05-26
9744,104,Compliance Breach,High,2024-04-27
9745,103,System Downtime,Critical,2024-11-30
9746,103,Fraud Alert,Critical,2024-12-11
9747,101,Process Failure,Critical,2024-04-30
9748,105,Fraud Alert,Low,2024-07-01
9749,104,Process Failure,Low,2024-06-18
9750,103,Compliance Breach,Critical,2024-11-16
9751,104,Process Failure,Medium,2024-09-26
9752,101,Process Failure,Medium,2024-07-01
9753,105,Compliance Breach,Low,2024-05-26
9754,103,Compliance Breach,Medium,2024-05-04
9755,104,Process Failure,Low,2024-12-16
9756,102,System Downtime,Low,2024-05-30
9757,104,Compliance Breach,Medium,2024-09-13
9758,104,System Downtime,Medium,2024-12-17
9759,101,System Downtime,Medium,2024-02-11
9760,104,Compliance Breach,Medium,2024-03-28
9761,101,System Downtime,Critical,2024-02-26
9762,102,Compliance Breach,Medium,2024-10-16
9763,101,Process Failure,Low,2024-07-01
9764,101,Fraud Alert,Critical,2024-12-29
9765,101,Process Failure,Critical,2024-09-29
9766,101,Process Failure,High,2024-06-21
9767,102,Compliance Breach,Critical,2024-04-03
9768,102,Compliance Breach,Medium,2024-05-11
9769,102,System Downtime,Critical,2024-06-13
9770,103,Fraud Alert,High,2024-10-24
9771,101,Compliance Breach,High,2024-05-15
9772,101,System Downtime,Medium,2024-11-09
9773,104,Process Failure,Medium,2024-10-27
9774,105,System Downtime,Critical,2024-06-25
9775,102,Process Failure,Critical,2024-06-28
9776,102,Compliance Breach,Low,2024-11-30
9777,102,Process Failure,Critical,2024-06-17
9778,101,Fraud Alert,Medium,2024-12-24
9779,105,System Downtime,Critical,2024-04-11
9780,102,Fraud Alert,High,2024-02-25
9781,104,Process Failure,Critical,2024-12-14
9782,105,Fraud Alert,Low,2024-06-13
9783,101,Fraud Alert,Critical,2024-05-04
9784,101,Process Failure,Medium,2024-07-08
9785,105,Compliance Breach,High,2024-01-13
9786,101,System Downtime,High,2024-07-06
9787,102,Fraud Alert,Low,2024-11-03
9788,101,System Downtime,Critical,2024-09-23
9789,105,System Downtime,Critical,2024-07-24
9790,105,Process Failure,High,2024-11-10
9791,102,Compliance Breach,Critical,2024-08-18
9792,101,Compliance Breach,High,2024-08-06
9793,104,Fraud Alert,High,2024-01-30
9794,101,Compliance Breach,High,2024-02-24
9795,104,Process Failure,High,2024-06-01
9796,101,System Downtime,Medium,2024-06-11
9797,104,Compliance Breach,Low,2024-08-05
9798,102,Fraud Alert,Critical,2024-10-08
9799,102,System Downtime,Critical,2024-07-04
9800,102,Process Failure,Medium,2024-08-14
9801,104,Compliance Breach,High,2024-05-21
9802,105,System Downtime,High,2024-12-16
9803,101,System Downtime,Low,2024-05-01
9804,103,Process Failure,High,2024-12-20
9805,102,Fraud Alert,Medium,2024-12-12
9806,101,Fraud Alert,Medium,2024-12-31
9807,103,Process Failure,Critical,2024-09-30
9808,104,Fraud Alert,High,2024-07-27
9809,102,Process Failure,Critical,2024-11-19
9810,105,System Downtime,Medium,2024-06-28
9811,104,Compliance Breach,Medium,2024-10-23
9812,102,System Downtime,Critical,2024-06-08
9813,101,System Downtime,Medium,2024-10-10
9814,105,System Downtime,Medium,2024-02-01
9815,105,Compliance Breach,High,2024-11-25
9816,104,System Downtime,Critical,2024-07-25
9817,104,System Downtime,Medium,2024-10-14
9818,102,System Downtime,High,2024-02-24
9819,105,Process Failure,Critical,2024-10-09
9820,101,Fraud Alert,Low,2024-06-10
9821,102,Fraud Alert,Critical,2024-12-24
9822,105,Process Failure,Medium,2024-01-19
9823,103,Compliance Breach,High,2024-09-21
9824,104,Fraud Alert,Critical,2024-09-18
9825,105,Process Failure,High,2024-07-19
9826,102,Process Failure,High,2024-03-08
9827,104,Compliance Breach,Medium,2024-02-12
9828,105,Compliance Breach,Low,2024-12-31
9829,105,Process Failure,Medium,2024-10-20
9830,104,System Downtime,Medium,2024-08-30
9831,101,Fraud Alert,Medium,2024-01-04
9832,104,System Downtime,Critical,2024-12-02
9833,104,Compliance Breach,Critical,2024-08-16
9834,101,System Downtime,Critical,2024-09-14
9835,105,Process Failure,Low,2024-04-26
9836,105,Process Failure,Low,2024-09-10
9837,102,Compliance Breach,High,2024-01-04
9838,101,Compliance Breach,Critical,2024-09-28
9839,105,Compliance Breach,High,2024-05-17
9840,105,Compliance Breach,High,2024-03-04
9841,101,System Downtime,Medium,2024-10-15
9842,105,Compliance Breach,Medium,2024-09-15
9843,103,Compliance Breach,High,2024-10-24
9844,101,Process Failure,Critical,2024-06-18
9845,103,Compliance Breach,High,2024-07-29
9846,101,Compliance Breach,Low,2024-06-20
9847,101,System Downtime,Medium,2024-06-24
9848,102,System Downtime,High,2024-10-13
9849,104,Process Failure,Medium,2024-06-13
9850,101,System Downtime,High,2024-05-14
9851,102,Fraud Alert,High,2024-07-24
9852,104,Compliance Breach,Low,2024-01-14
9853,105,Fraud Alert,Critical,2024-07-05
9854,102,Process Failure,Low,2024-07-09
9855,103,System Downtime,Low,2024-10-08
9856,103,System Downtime,Medium,2024-03-19
9857,105,System Downtime,High,2024-11-06
9858,104,Process Failure,Medium,2024-04-28
9859,103,Compliance Breach,Critical,2024-04-14
9860,104,Process Failure,Medium,2024-02-06
9861,103,System Downtime,Critical,2024-02-13
9862,103,Compliance Breach,Medium,2024-03-03
9863,102,Process Failure,High,2024-04-20
9864,102,Process Failure,Medium,2024-08-05
9865,102,Process Failure,Critical,2024-07-03
9866,103,System Downtime,Critical,2024-02-13
9867,103,Fraud Alert,Low,2024-10-20
9868,103,Process Failure,Medium,2024-10-25
9869,105,Process Failure,High,2024-04-21
9870,103,Fraud Alert,Medium,2024-01-08
9871,103,Compliance Breach,Critical,2024-02-13
9872,103,Compliance Breach,Medium,2024-01-11
9873,101,System Downtime,Medium,2024-10-13
9874,103,Process Failure,Medium,2024-10-05
9875,104,Fraud Alert,Critical,2024-10-20
9876,103,Process Failure,Low,2024-06-16
9877,101,Process Failure,High,2024-05-04
9878,104,Fraud Alert,Critical,2024-02-12
9879,104,Compliance Breach,Critical,2024-10-27
9880,104,Process Failure,Medium,2024-02-17
9881,103,Process Failure,High,2024-05-06
9882,103,Compliance Breach,Critical,2024-09-25
9883,103,Compliance Breach,High,2024-12-10
9884,102,Compliance Breach,High,2024-06-12
9885,104,System Downtime,Low,2024-10-15
9886,101,System Downtime,High,2024-07-25
9887,105,Fraud Alert,Low,2024-08-06
9888,102,Process Failure,High,2024-07-15
9889,105,Process Failure,Medium,2024-09-07
9890,101,Process Failure,Low,2024-01-14
9891,103,Compliance Breach,High,2024-02-08
9892,101,System Downtime,High,2024-08-06
9893,105,System Downtime,Medium,2024-08-14
9894,105,Compliance Breach,High,2024-10-08
9895,101,Compliance Breach,Critical,2024-08-23
9896,104,Process Failure,Critical,2024-04-19
9897,102,Fraud Alert,Critical,2024-12-08
9898,102,Fraud Alert,Low,2024-12-02
9899,102,Compliance Breach,Medium,2024-05-11
9900,103,System Downtime,Low,2024-11-24
9901,105,Compliance Breach,Medium,2024-04-05
9902,102,System Downtime,Medium,2024-10-21
9903,103,System Downtime,Low,2024-12-30
9904,101,Fraud Alert,Critical,2024-02-04
9905,103,System Downtime,Low,2024-10-12
9906,101,Fraud Alert,Critical,2024-07-01
9907,105,System Downtime,High,2024-05-21
9908,105,Process Failure,High,2024-05-06
9909,105,Compliance Breach,Medium,2024-12-03
9910,102,System Downtime,Low,2024-05-08
9911,103,Process Failure,High,2024-01-10
9912,104,System Downtime,Medium,2024-01-04
9913,104,Process Failure,Critical,2024-06-09
9914,105,Process Failure,Critical,2024-05-31
9915,104,Process Failure,High,2024-07-24
9916,101,Compliance Breach,High,2024-01-07
9917,103,System Downtime,Medium,2024-11-28
9918,103,System Downtime,Low,2024-04-09
9919,102,Process Failure,High,2024-03-24
9920,101,Process Failure,Medium,2024-09-30
9921,104,Process Failure,Low,2024-02-13
9922,101,Process Failure,High,2024-12-23
9923,105,Compliance Breach,High,2024-12-28
9924,101,Fraud Alert,Critical,2024-08-02
9925,105,System Downtime,High,2024-04-13
9926,104,Process Failure,High,2024-04-01
9927,105,Fraud Alert,Medium,2024-12-14
9928,102,Process Failure,High,2024-12-30
9929,104,System Downtime,Medium,2024-10-31
9930,103,System Downtime,High,2024-03-13
9931,102,Fraud Alert,High,2024-10-27
9932,104,Compliance Breach,Critical,2024-07-30
9933,103,Compliance Breach,High,2024-03-28
9934,101,Compliance Breach,Medium,2024-05-08
9935,102,System Downtime,Critical,2024-08-10
9936,105,Fraud Alert,High,2024-03-27
9937,102,System Downtime,Critical,2024-05-16
9938,102,System Downtime,High,2024-02-28
9939,102,System Downtime,High,2024-12-10
9940,104,Fraud Alert,High,2024-05-20
9941,102,Fraud Alert,Low,2024-03-01
9942,105,System Downtime,High,2024-05-19
9943,101,Fraud Alert,Critical,2024-08-16
9944,101,System Downtime,Medium,2024-07-11
9945,102,Compliance Breach,Critical,2024-12-07
9946,102,System Downtime,Low,2024-11-10
9947,102,Process Failure,High,2024-12-07
9948,102,System Downtime,Low,2024-08-19
9949,105,Process Failure,Critical,2024-08-25
9950,102,Compliance Breach,Critical,2024-01-24
9951,101,Fraud Alert,Critical,2024-06-04
9952,101,Process Failure,High,2024-12-01
9953,101,Compliance Breach,Medium,2024-03-10
9954,103,System Downtime,High,2024-12-25
9955,105,Fraud Alert,High,2024-09-18
9956,101,Process Failure,High,2024-08-01
9957,105,Fraud Alert,Medium,2024-09-07
9958,105,Compliance Breach,Low,2024-08-31
9959,103,System Downtime,High,2024-08-30
9960,102,Process Failure,Low,2024-10-30
9961,101,Compliance Breach,Critical,2024-10-05
9962,105,Process Failure,Low,2024-08-30
9963,101,Process Failure,Critical,2024-08-18
9964,101,Fraud Alert,High,2024-02-14
