record_id,dept_id,date,transactions,errors,delay_minutes
59372,102,2024-02-15,382,15,40
59373,104,2024-07-14,84,7,51
59374,104,2024-02-06,419,10,3
59375,102,2024-05-20,58,1,48
59376,104,2024-11-01,408,51,7
59377,104,2024-03-25,154,14,24
59378,104,2024-02-13,158,10,28
59379,102,2024-06-19,108,4,16
59380,105,2024-05-16,319,14,45
59381,101,2024-09-13,212,28,34
59382,105,2024-07-30,289,14,19
59383,105,2024-11-02,358,25,11
59384,101,2024-03-09,350,41,20
59385,103,2024-10-10,384,27,34
59386,104,2024-08-09,288,28,0
59387,102,2024-03-13,265,33,27
59388,101,2024-01-22,159,8,34
59389,102,2024-04-17,368,5,20
59390,102,2024-07-24,95,14,0
59391,104,2024-06-02,136,14,1
59392,103,2024-09-16,151,9,14
59393,102,2024-11-07,131,13,22
59394,101,2024-12-16,127,10,6
59395,103,2024-03-31,453,30,0
59396,103,2024-12-09,260,27,7
59397,105,2024-06-08,194,15,20
59398,102,2024-05-23,441,36,15
59399,103,2024-08-23,464,19,14
59400,104,2024-11-29,263,36,20
59401,102,2024-11-14,348,34,19
59402,102,2024-11-04,469,48,35
59403,104,2024-08-28,215,6,40
59404,102,2024-08-01,93,4,36
59405,103,2024-03-09,452,13,55
59406,105,2024-10-31,276,7,56
59407,102,2024-01-05,160,22,24
59408,105,2024-08-11,120,13,37
59409,104,2024-05-01,369,20,59
59410,103,2024-09-16,188,3,3
59411,105,2024-11-14,170,25,21
59412,104,2024-08-23,209,25,39
59413,104,2024-07-15,267,37,21
59414,105,2024-02-09,348,35,29
59415,104,2024-06-20,268,24,24
59416,102,2024-01-12,57,7,19
59417,103,2024-05-05,71,3,1
59418,102,2024-07-18,448,42,3
59419,105,2024-09-08,292,28,57
59420,101,2024-03-10,371,11,35
59421,102,2024-02-01,54,5,51
59422,101,2024-10-05,115,0,51
59423,105,2024-11-05,291,17,33
59424,104,2024-08-12,241,9,42
59425,105,2024-08-23,269,4,16
59426,105,2024-08-25,150,18,31
59427,105,2024-04-08,161,16,29
59428,103,2024-10-19,398,3,8
59429,105,2024-05-30,287,6,1
59430,104,2024-02-29,457,60,14
59431,102,2024-04-16,83,4,51
59432,102,2024-12-04,247,12,21
59433,102,2024-04-26,387,4,41
59434,104,2024-07-17,352,35,45
59435,102,2024-04-25,62,1,52
59436,102,2024-08-16,266,34,39
59437,102,2024-06-12,163,4,37
59438,101,2024-09-20,273,7,30
59439,101,2024-02-04,70,0,33
59440,103,2024-01-09,170,18,54
59441,102,2024-09-09,258,21,34
59442,105,2024-08-22,142,6,23
59443,104,2024-07-28,163,4,19
59444,103,2024-09-24,389,53,46
59445,104,2024-03-27,193,5,27
59446,102,2024-08-20,287,9,11
59447,105,2024-09-05,350,34,30
59448,104,2024-06-10,78,2,28
59449,104,2024-01-05,461,16,15
59450,103,2024-09-10,242,6,31
59451,101,2024-01-25,402,27,45
59452,101,2024-07-06,199,1,17
59453,105,2024-11-05,489,36,39
59454,105,2024-05-10,439,37,14
59455,103,2024-04-10,295,11,23
59456,101,2024-10-25,181,17,50
59457,101,2024-01-20,314,16,53
59458,103,2024-10-04,251,19,50
59459,105,2024-01-12,197,2,44
59460,102,2024-12-23,347,36,12
59461,105,2024-08-20,108,3,60
59462,105,2024-03-18,407,40,26
59463,105,2024-09-22,195,15,55
59464,103,2024-07-03,108,2,3
59465,104,2024-10-20,448,47,25
59466,102,2024-12-10,233,3,10
59467,104,2024-08-01,97,13,32
59468,102,2024-07-31,429,38,38
59469,103,2024-02-17,285,31,41
59470,102,2024-07-06,147,19,21
59471,102,2024-06-16,485,49,4
59472,104,2024-12-17,234,35,4
59473,103,2024-10-08,82,10,43
59474,103,2024-03-12,167,1,2
59475,101,2024-12-08,228,26,29
59476,102,2024-07-12,207,31,5
59477,104,2024-05-12,140,5,6
59478,103,2024-12-31,372,27,10
59479,103,2024-12-02,320,45,5
59480,102,2024-02-08,432,30,52
59481,101,2024-12-22,460,14,49
59482,105,2024-05-12,399,51,21
59483,103,2024-10-22,184,13,43
59484,105,2024-04-09,498,71,6
59485,105,2024-06-13,330,9,26
59486,104,2024-12-31,460,60,52
59487,105,2024-04-20,249,25,60
59488,105,2024-01-17,449,28,18
59489,101,2024-05-14,232,2,33
59490,101,2024-06-07,267,6,50
59491,103,2024-09-24,314,5,50
59492,102,2024-11-09,343,8,30
59493,102,2024-11-15,296,11,7
59494,104,2024-12-28,380,17,5
59495,103,2024-03-31,235,13,28
59496,104,2024-11-08,465,7,14
59497,104,2024-01-11,148,18,56
59498,101,2024-06-03,311,0,24
59499,102,2024-11-27,208,5,33
59500,104,2024-07-06,460,55,28
59501,102,2024-03-19,500,53,49
59502,105,2024-11-03,63,0,12
59503,102,2024-05-01,225,7,55
59504,104,2024-10-25,250,25,40
59505,104,2024-05-30,279,9,49
59506,103,2024-03-22,311,46,13
59507,105,2024-12-18,412,4,20
59508,105,2024-01-20,475,33,36
59509,101,2024-10-21,338,32,6
59510,105,2024-03-14,249,27,37
59511,103,2024-11-22,143,18,36
59512,103,2024-01-27,70,5,40
59513,102,2024-11-16,297,9,22
59514,105,2024-10-30,405,59,9
59515,105,2024-03-15,405,14,41
59516,103,2024-10-20,274,20,10
59517,102,2024-12-13,93,0,42
59518,101,2024-07-23,133,18,28
59519,105,2024-08-13,378,35,11
59520,105,2024-07-07,179,26,46
59521,104,2024-06-24,115,17,27
59522,104,2024-12-11,67,7,42
59523,103,2024-09-20,84,7,50
59524,105,2024-11-15,95,13,59
59525,103,2024-06-28,215,10,12
59526,105,2024-04-07,421,45,10
59527,102,2024-06-28,266,2,3
59528,103,2024-06-07,273,26,28
59529,101,2024-03-09,441,5,20
59530,102,2024-10-25,316,33,43
59531,104,2024-06-08,248,22,50
59532,102,2024-01-08,298,9,59
59533,104,2024-02-27,339,8,25
59534,102,2024-01-07,92,9,31
59535,102,2024-06-12,445,28,28
59536,104,2024-08-02,271,8,1
59537,104,2024-02-26,269,23,60
59538,105,2024-08-09,311,35,39
59539,103,2024-05-04,373,38,54
59540,102,2024-01-08,183,11,28
59541,104,2024-05-14,486,28,19
59542,101,2024-08-07,364,14,1
59543,102,2024-08-11,341,6,7
59544,102,2024-04-10,106,11,37
59545,101,2024-12-09,263,7,33
59546,104,2024-01-18,464,42,21
59547,101,2024-10-04,339,21,47
59548,105,2024-05-07,277,24,11
59549,102,2024-02-11,262,38,0
59550,105,2024-02-11,62,8,12
59551,101,2024-07-02,442,31,45
59552,105,2024-08-27,478,7,6
59553,103,2024-04-11,217,25,3
59554,102,2024-03-21,246,18,17
59555,104,2024-04-06,124,7,9
59556,103,2024-06-05,74,7,14
59557,105,2024-10-11,148,10,41
59558,101,2024-11-30,187,28,41
59559,104,2024-06-21,381,18,20
59560,101,2024-12-15,308,45,57
59561,101,2024-05-07,254,32,11
59562,105,2024-08-01,315,46,0
59563,104,2024-02-20,252,24,0
59564,103,2024-03-13,270,19,45
59565,104,2024-10-18,94,12,31
59566,101,2024-02-11,185,6,47
59567,101,2024-10-31,451,15,49
59568,103,2024-04-07,363,4,34
59569,102,2024-07-24,148,13,59
59570,101,2024-05-06,109,6,60
59571,104,2024-02-08,129,0,1
59572,105,2024-09-06,415,15,37
59573,101,2024-08-14,125,17,47
59574,105,2024-11-07,121,7,28
59575,105,2024-05-09,387,22,54
59576,102,2024-03-26,360,7,7
59577,105,2024-12-27,459,48,0
59578,101,2024-10-01,393,23,16
59579,104,2024-10-14,151,7,25
59580,103,2024-06-05,315,18,41
59581,102,2024-07-29,263,22,4
59582,101,2024-05-12,448,14,17
59583,103,2024-07-24,196,21,40
59584,103,2024-03-31,352,49,3
59585,101,2024-08-24,427,58,46
59586,103,2024-07-27,182,3,13
59587,105,2024-12-05,442,62,27
59588,104,2024-06-12,182,7,3
59589,101,2024-02-12,242,1,42
59590,102,2024-07-26,104,10,57
59591,105,2024-03-03,379,37,15
59592,104,2024-09-29,264,7,2
59593,101,2024-11-07,333,28,37
59594,103,2024-06-17,294,17,4
59595,101,2024-03-11,70,1,39
59596,104,2024-09-06,303,23,53
59597,101,2024-09-10,285,20,38
59598,102,2024-12-23,384,2,46
59599,102,2024-01-31,101,8,27
59600,104,2024-01-01,406,35,11
59601,105,2024-02-28,139,7,5
59602,102,2024-06-21,407,56,43
59603,104,2024-11-20,449,31,46
59604,103,2024-02-25,387,5,32
59605,101,2024-04-17,87,12,39
59606,102,2024-01-04,176,25,49
59607,101,2024-07-08,360,7,28
59608,101,2024-09-11,343,12,50
59609,105,2024-03-01,223,2,28
59610,102,2024-05-08,61,2,26
59611,103,2024-01-11,373,41,35
59612,105,2024-12-16,275,25,20
59613,104,2024-09-19,312,46,60
59614,103,2024-02-22,256,16,47
59615,104,2024-04-23,164,23,26
59616,101,2024-08-25,373,40,11
59617,104,2024-09-25,181,2,45
59618,101,2024-06-24,376,29,10
59619,102,2024-12-09,372,24,26
59620,104,2024-02-20,442,25,14
59621,105,2024-01-08,430,19,18
59622,104,2024-10-22,135,11,57
59623,103,2024-09-05,91,12,0
59624,102,2024-09-27,186,25,7
59625,104,2024-02-25,151,20,10
59626,105,2024-12-28,236,26,56
59627,104,2024-08-30,379,1,34
59628,102,2024-06-07,202,9,34
59629,102,2024-02-04,400,23,1
59630,105,2024-09-19,402,19,39
59631,102,2024-08-03,158,18,33
59632,102,2024-05-07,219,30,22
59633,101,2024-04-04,276,37,30
59634,101,2024-03-26,144,18,2
59635,102,2024-01-10,282,14,51
59636,105,2024-06-10,134,10,10
59637,102,2024-08-08,288,27,34
59638,102,2024-08-30,349,41,2
59639,104,2024-11-06,292,38,14
59640,105,2024-09-10,254,31,21
59641,102,2024-09-12,186,1,17
59642,104,2024-08-24,391,5,14
59643,104,2024-11-18,427,32,3
59644,101,2024-08-03,332,37,38
59645,103,2024-12-29,289,39,46
59646,103,2024-08-17,160,11,3
59647,105,2024-02-29,225,25,39
59648,102,2024-08-01,57,0,52
59649,101,2024-03-16,220,2,38
59650,102,2024-08-04,473,2,37
59651,104,2024-03-14,388,24,24
59652,104,2024-01-01,144,5,44
59653,101,2024-02-03,138,16,59
59654,105,2024-04-25,87,8,2
59655,103,2024-12-18,289,10,27
59656,104,2024-06-16,322,36,57
59657,103,2024-09-20,448,37,57
59658,102,2024-02-13,418,0,53
59659,104,2024-09-17,288,7,21
59660,104,2024-01-13,202,17,53
59661,104,2024-03-24,262,18,16
59662,103,2024-07-31,117,15,1
59663,103,2024-06-03,486,35,2
59664,103,2024-11-11,220,22,7
59665,101,2024-09-24,389,42,32
59666,105,2024-11-15,407,40,1
59667,101,2024-02-07,225,5,2
59668,101,2024-03-28,110,10,31
59669,104,2024-12-28,225,6,43
59670,103,2024-08-31,110,10,32
59671,105,2024-06-27,91,13,32
59672,104,2024-07-23,394,30,42
59673,105,2024-06-07,178,17,16
59674,102,2024-09-03,386,39,32
59675,104,2024-07-30,100,14,35
59676,104,2024-12-10,345,43,38
59677,104,2024-10-26,167,25,53
59678,101,2024-08-03,162,12,4
59679,105,2024-08-16,384,45,30
59680,101,2024-03-18,112,4,47
59681,101,2024-04-30,87,6,49
59682,105,2024-06-27,278,35,0
59683,103,2024-01-12,207,0,29
59684,103,2024-03-22,146,10,8
59685,103,2024-01-06,467,24,55
59686,101,2024-04-10,328,41,3
59687,102,2024-05-25,470,56,52
59688,102,2024-12-22,454,26,25
59689,103,2024-03-15,250,8,17
59690,105,2024-02-08,343,4,17
59691,104,2024-05-04,125,7,44
59692,101,2024-02-25,88,6,4
59693,102,2024-01-27,161,0,37
59694,102,2024-04-26,387,44,59
59695,103,2024-02-13,218,13,51
59696,105,2024-01-23,411,37,28
59697,101,2024-01-05,388,35,57
59698,102,2024-02-24,89,8,10
59699,101,2024-07-14,96,12,55
59700,102,2024-12-18,179,4,11
59701,102,2024-08-08,184,12,48
59702,102,2024-01-29,387,44,24
59703,102,2024-08-06,125,12,15
59704,102,2024-11-25,355,35,48
59705,101,2024-09-14,470,40,33
59706,102,2024-11-09,489,67,45
59707,105,2024-02-09,83,9,51
59708,103,2024-11-25,243,16,46
59709,101,2024-07-31,276,40,54
59710,101,2024-04-28,318,46,2
59711,102,2024-02-14,258,5,35
59712,102,2024-08-13,370,54,19
59713,104,2024-04-28,132,15,50
59714,101,2024-08-09,68,4,42
59715,101,2024-03-09,217,12,32
59716,102,2024-09-15,192,16,10
59717,104,2024-05-26,308,31,13
59718,105,2024-03-07,133,1,35
59719,104,2024-07-27,339,4,22
59720,103,2024-10-02,393,7,12
59721,102,2024-08-06,420,14,17
59722,105,2024-05-17,225,0,34
59723,103,2024-02-19,127,9,5
59724,104,2024-04-29,314,39,39
59725,105,2024-02-09,130,18,58
59726,104,2024-06-05,256,27,45
59727,103,2024-03-25,87,8,51
59728,102,2024-02-09,118,15,45
59729,105,2024-12-23,287,11,48
59730,101,2024-07-10,168,24,37
59731,103,2024-08-06,131,6,36
59732,103,2024-04-29,332,43,23
59733,105,2024-11-23,280,23,5
59734,104,2024-12-05,300,29,33
59735,102,2024-07-21,177,5,56
59736,101,2024-04-14,413,49,44
59737,103,2024-07-04,444,65,3
59738,102,2024-10-13,375,25,57
59739,105,2024-02-26,97,2,14
59740,104,2024-02-13,464,21,57
59741,104,2024-05-27,467,39,26
59742,103,2024-09-07,433,35,36
59743,103,2024-06-03,64,1,34
59744,102,2024-04-20,103,6,42
59745,104,2024-05-16,109,3,25
59746,103,2024-12-05,248,33,24
59747,104,2024-01-25,91,10,23
59748,101,2024-03-18,396,56,31
59749,104,2024-10-03,203,3,20
59750,104,2024-11-12,205,27,49
59751,102,2024-08-27,52,5,20
59752,102,2024-12-01,250,37,8
59753,103,2024-07-27,494,19,2
59754,102,2024-09-15,369,13,56
59755,104,2024-03-12,66,9,7
59756,102,2024-06-03,419,47,58
59757,103,2024-10-05,247,31,5
59758,105,2024-05-13,349,42,5
59759,103,2024-04-24,160,10,17
59760,102,2024-05-24,276,12,16
59761,105,2024-10-13,150,15,43
59762,101,2024-07-18,372,32,26
59763,102,2024-10-12,450,24,4
59764,102,2024-12-28,156,15,16
59765,102,2024-10-15,236,19,9
59766,102,2024-02-05,439,36,33
59767,105,2024-11-15,372,8,36
59768,102,2024-12-01,424,16,50
59769,102,2024-12-23,218,15,15
59770,104,2024-01-20,340,5,32
59771,102,2024-05-29,148,12,58
59772,101,2024-06-24,382,28,21
59773,102,2024-12-06,448,35,6
59774,102,2024-03-22,326,5,39
59775,101,2024-07-25,423,42,39
59776,105,2024-05-04,295,19,16
59777,104,2024-11-23,324,36,54
59778,101,2024-11-24,60,1,6
59779,102,2024-09-05,484,19,37
59780,103,2024-11-26,198,26,46
59781,105,2024-04-01,429,24,60
59782,102,2024-05-12,85,5,15
59783,101,2024-03-30,411,7,31
59784,103,2024-08-09,212,5,51
59785,105,2024-07-05,309,22,55
59786,101,2024-05-30,500,21,7
59787,102,2024-06-07,373,18,31
59788,105,2024-05-21,304,29,18
59789,101,2024-04-28,171,12,20
59790,102,2024-10-09,166,10,46
59791,104,2024-02-11,393,45,16
59792,104,2024-06-19,352,4,10
59793,102,2024-06-26,463,46,58
59794,101,2024-10-12,475,31,47
59795,104,2024-11-02,326,30,21
59796,102,2024-01-26,306,23,6
59797,105,2024-12-08,366,40,36
59798,102,2024-01-08,386,48,4
59799,105,2024-02-12,254,36,54
59800,102,2024-10-30,451,40,6
59801,105,2024-07-05,382,57,0
59802,105,2024-10-17,144,7,49
59803,103,2024-11-24,384,46,3
59804,103,2024-08-31,84,3,13
59805,101,2024-10-11,103,12,27
59806,103,2024-05-28,385,45,18
59807,101,2024-08-08,217,30,47
59808,101,2024-12-05,72,8,23
59809,103,2024-04-23,209,21,4
59810,104,2024-04-11,80,0,44
59811,102,2024-01-07,484,24,20
59812,103,2024-05-03,350,33,54
59813,101,2024-05-22,269,5,28
59814,101,2024-07-14,278,13,42
59815,105,2024-01-15,203,26,56
59816,102,2024-07-06,199,12,57
59817,103,2024-10-03,288,36,52
59818,101,2024-11-22,98,9,4
59819,102,2024-05-10,161,16,16
59820,101,2024-06-04,83,1,57
59821,103,2024-08-11,297,17,45
59822,105,2024-10-16,233,9,22
59823,105,2024-01-15,71,8,59
59824,102,2024-12-22,470,38,42
59825,105,2024-05-09,56,8,49
59826,103,2024-05-07,99,9,15
59827,103,2024-12-03,101,7,27
59828,104,2024-08-22,472,31,15
59829,101,2024-05-03,472,10,11
59830,101,2024-11-11,167,9,42
59831,102,2024-10-05,469,19,46
59832,103,2024-03-06,485,29,18
59833,101,2024-02-22,394,21,49
59834,102,2024-03-13,349,35,60
59835,105,2024-01-04,130,11,56
59836,102,2024-08-14,442,9,49
59837,102,2024-10-12,210,20,56
59838,103,2024-10-13,359,22,11
59839,102,2024-01-17,383,38,41
59840,105,2024-04-11,310,12,40
59841,103,2024-05-28,477,51,1
59842,105,2024-08-21,340,10,50
59843,104,2024-03-21,132,3,43
59844,101,2024-12-24,161,4,38
59845,101,2024-06-11,164,6,22
59846,104,2024-03-13,212,26,44
59847,105,2024-08-17,89,12,4
59848,101,2024-04-24,357,25,56
59849,105,2024-10-30,247,14,11
59850,105,2024-03-14,80,4,9
59851,105,2024-05-02,249,26,19
59852,105,2024-12-18,384,48,39
59853,103,2024-05-19,429,6,50
59854,104,2024-11-16,253,36,25
59855,101,2024-08-14,74,8,27
59856,101,2024-09-26,324,15,50
59857,101,2024-03-14,172,4,53
59858,101,2024-12-03,193,13,14
59859,104,2024-06-27,476,56,41
59860,101,2024-01-18,70,5,28
59861,105,2024-12-24,450,20,18
59862,104,2024-05-16,204,19,9
59863,101,2024-04-02,283,33,5
59864,105,2024-04-12,235,10,41
59865,102,2024-02-09,158,17,29
59866,102,2024-04-30,74,11,37
59867,102,2024-04-17,396,12,12
59868,102,2024-06-25,148,22,15
59869,104,2024-12-12,287,40,53
59870,101,2024-09-08,63,7,26
59871,101,2024-11-18,465,62,15
59872,105,2024-02-19,495,68,38
59873,105,2024-03-25,318,23,9
59874,102,2024-06-23,212,0,36
59875,105,2024-06-10,368,2,30
59876,102,2024-11-14,467,25,47
59877,103,2024-02-18,315,44,24
59878,103,2024-03-30,393,5,37
59879,101,2024-06-29,420,54,7
59880,103,2024-12-06,313,33,26
59881,101,2024-11-02,160,0,25
59882,105,2024-03-05,256,28,26
59883,102,2024-06-22,438,10,24
59884,105,2024-12-16,203,12,30
59885,103,2024-09-08,420,2,1
59886,102,2024-11-15,163,24,8
59887,101,2024-06-13,93,10,27
59888,103,2024-10-27,335,26,8
59889,102,2024-05-26,281,26,35
59890,105,2024-04-03,295,29,1
59891,105,2024-05-02,399,41,27
59892,105,2024-12-25,438,65,19
59893,105,2024-03-29,91,9,43
59894,105,2024-05-29,292,41,55
59895,105,2024-03-20,409,21,54
59896,102,2024-07-13,442,11,51
59897,104,2024-02-02,243,1,9
59898,101,2024-08-06,66,5,14
59899,104,2024-11-17,485,12,41
59900,105,2024-04-19,261,30,19
59901,104,2024-12-09,143,17,20
59902,102,2024-08-31,119,4,39
59903,103,2024-07-07,453,47,30
59904,101,2024-06-20,242,30,29
59905,104,2024-07-08,236,9,46
59906,103,2024-06-26,133,13,55
59907,105,2024-11-08,298,40,21
59908,102,2024-02-06,125,16,50
59909,101,2024-03-11,500,56,22
59910,104,2024-12-08,121,18,59
59911,102,2024-12-19,183,1,33
59912,102,2024-03-29,329,43,42
59913,103,2024-01-28,321,19,28
59914,104,2024-12-16,139,18,36
59915,102,2024-12-07,274,34,21
59916,103,2024-01-26,78,2,16
59917,104,2024-12-20,191,3,49
59918,103,2024-05-01,144,11,49
59919,101,2024-01-10,376,21,52
59920,105,2024-06-06,425,4,59
59921,101,2024-10-30,279,14,46
59922,101,2024-01-16,194,17,44
59923,103,2024-06-24,330,18,10
59924,101,2024-02-04,472,1,10
59925,105,2024-05-28,242,13,41
59926,103,2024-05-15,114,12,60
59927,103,2024-01-12,437,25,55
59928,103,2024-10-19,110,11,50
59929,101,2024-11-30,436,21,19
59930,103,2024-11-23,377,2,41
59931,105,2024-12-14,267,38,60
59932,105,2024-12-04,67,9,60
59933,101,2024-01-17,358,44,10
59934,105,2024-05-09,353,22,49
59935,102,2024-08-18,236,26,51
59936,105,2024-05-23,328,32,31
59937,102,2024-06-18,266,20,55
59938,104,2024-08-01,358,13,52
59939,101,2024-02-14,437,5,15
59940,105,2024-12-15,358,45,11
59941,102,2024-04-03,319,14,6
59942,102,2024-01-26,90,5,44
59943,102,2024-07-16,488,35,20
59944,104,2024-10-09,83,1,39
59945,102,2024-05-29,236,27,26
59946,103,2024-04-03,500,31,46
59947,104,2024-07-11,309,6,55
59948,101,2024-12-12,64,8,43
59949,101,2024-03-03,190,12,18
59950,101,2024-11-01,81,5,29
59951,101,2024-04-26,333,49,26
59952,101,2024-04-23,469,25,42
59953,105,2024-11-13,237,14,33
59954,101,2024-02-08,453,58,16
59955,104,2024-05-21,364,6,29
59956,105,2024-07-26,315,42,44
59957,102,2024-10-01,435,18,24
59958,105,2024-01-30,419,5,20
59959,104,2024-09-18,201,9,13
59960,105,2024-02-25,252,6,25
59961,104,2024-03-13,389,45,46
59962,105,2024-04-07,186,2,42
59963,104,2024-04-23,396,49,36
59964,103,2024-12-16,339,49,24
59965,102,2024-04-04,310,26,13
59966,101,2024-02-06,140,2,29
59967,103,2024-05-02,359,35,6
59968,102,2024-06-06,120,16,16
59969,105,2024-10-22,322,29,59
59970,101,2024-01-04,346,22,7
59971,102,2024-01-19,440,6,42
59972,104,2024-10-04,203,9,32
59973,104,2024-08-27,188,7,15
59974,104,2024-09-24,497,9,2
59975,105,2024-11-02,179,5,52
59976,102,2024-08-27,148,0,34
59977,101,2024-08-21,193,27,34
59978,104,2024-09-17,471,30,41
59979,101,2024-01-02,290,1,6
59980,103,2024-03-12,493,69,3
59981,104,2024-05-31,97,2,18
59982,103,2024-05-14,67,9,4
59983,104,2024-12-27,330,22,10
59984,104,2024-08-10,116,16,19
59985,103,2024-10-15,389,3,0
59986,103,2024-02-14,129,4,18
59987,102,2024-02-07,144,0,11
59988,102,2024-11-10,227,2,31
59989,101,2024-12-15,406,36,50
59990,101,2024-11-01,265,31,35
59991,101,2024-04-18,109,14,33
59992,105,2024-08-02,287,39,46
59993,104,2024-07-14,382,28,28
59994,104,2024-09-04,340,8,10
59995,104,2024-05-20,466,30,49
59996,101,2024-12-22,370,36,5
59997,105,2024-12-25,256,10,7
59998,103,2024-02-06,316,44,19
59999,101,2024-07-27,72,3,14
60000,105,2024-07-01,158,7,49
60001,104,2024-04-14,269,4,10
60002,104,2024-11-12,109,4,14
60003,102,2024-07-20,130,16,53
60004,105,2024-06-17,402,13,22
60005,104,2024-04-02,450,4,2
60006,103,2024-01-10,310,6,31
60007,103,2024-05-02,331,41,10
60008,101,2024-03-18,151,3,35
60009,104,2024-01-10,95,9,42
60010,103,2024-10-25,397,31,57
60011,102,2024-08-17,175,15,51
60012,104,2024-02-27,120,1,18
60013,101,2024-05-02,396,35,0
60014,101,2024-01-27,252,5,40
60015,101,2024-09-25,336,45,8
60016,102,2024-07-08,227,13,58
60017,105,2024-10-21,286,36,41
60018,101,2024-03-26,422,49,49
60019,101,2024-05-30,276,1,19
60020,102,2024-11-10,282,1,60
60021,101,2024-06-17,119,16,55
60022,104,2024-10-12,405,0,48
60023,103,2024-12-02,227,17,4
60024,105,2024-09-11,247,8,2
60025,105,2024-04-17,153,21,33
60026,104,2024-12-13,50,2,49
60027,103,2024-07-28,166,22,29
60028,103,2024-12-06,174,24,2
60029,105,2024-03-26,455,12,58
60030,101,2024-03-05,79,4,7
60031,103,2024-09-02,355,1,27
60032,105,2024-07-25,326,27,60
60033,104,2024-05-30,339,27,26
60034,102,2024-10-28,90,6,33
60035,104,2024-04-20,283,42,38
60036,103,2024-08-21,207,0,43
60037,102,2024-09-01,158,9,40
60038,105,2024-09-06,480,53,29
60039,101,2024-04-23,388,20,1
60040,103,2024-03-11,338,12,46
60041,104,2024-11-15,116,8,48
60042,104,2024-09-03,402,38,14
60043,103,2024-05-30,277,15,30
60044,104,2024-09-28,284,6,34
60045,104,2024-04-20,446,33,6
60046,104,2024-10-16,270,37,26
60047,104,2024-08-18,144,2,45
60048,104,2024-11-23,172,20,12
60049,102,2024-07-20,158,3,1
60050,103,2024-02-08,408,23,13
60051,105,2024-06-06,134,0,40
60052,104,2024-09-10,439,23,7
60053,105,2024-02-06,432,27,23
60054,101,2024-01-28,486,59,34
60055,103,2024-04-18,475,39,20
60056,102,2024-10-18,255,37,39
60057,103,2024-11-01,323,3,9
60058,101,2024-04-21,302,18,49
60059,105,2024-09-12,344,5,60
60060,101,2024-06-07,142,9,36
60061,102,2024-05-24,71,6,1
60062,101,2024-12-21,278,36,46
60063,101,2024-12-07,302,15,32
60064,101,2024-04-06,422,56,32
60065,103,2024-09-29,357,39,23
60066,104,2024-07-26,440,13,60
60067,104,2024-06-22,59,7,56
60068,102,2024-12-03,109,16,49
60069,105,2024-09-12,234,29,12
60070,104,2024-09-24,432,53,45
60071,103,2024-03-08,207,6,44
60072,104,2024-05-26,377,18,5
60073,102,2024-03-10,473,44,28
60074,101,2024-09-06,435,21,16
60075,102,2024-08-14,59,7,19
60076,104,2024-03-13,193,18,14
60077,102,2024-08-24,84,9,49
60078,103,2024-04-06,271,4,22
60079,101,2024-08-22,83,8,46
60080,101,2024-11-17,490,47,5
60081,104,2024-02-19,451,62,12
60082,103,2024-10-06,213,22,27
60083,105,2024-12-08,292,19,50
60084,104,2024-09-24,455,17,46
60085,105,2024-03-03,110,7,22
60086,105,2024-06-11,371,10,20
60087,105,2024-02-03,122,16,59
60088,105,2024-04-23,400,41,26
60089,104,2024-10-30,82,6,41
60090,101,2024-03-03,66,5,12
60091,105,2024-07-10,114,0,59
60092,101,2024-04-17,104,5,8
60093,103,2024-09-28,374,12,54
60094,101,2024-03-08,273,31,46
60095,104,2024-01-25,489,14,42
60096,103,2024-02-02,481,71,13
60097,103,2024-11-20,292,28,54
60098,102,2024-01-04,268,2,32
60099,103,2024-03-12,89,8,34
60100,104,2024-09-14,261,22,54
60101,102,2024-09-20,351,16,55
60102,103,2024-12-11,435,56,40
60103,103,2024-07-18,460,33,41
60104,103,2024-01-30,421,49,15
60105,101,2024-02-18,216,21,49
60106,103,2024-01-22,265,18,9
60107,101,2024-08-11,333,46,57
60108,102,2024-08-22,282,29,6
60109,101,2024-04-09,327,14,20
60110,101,2024-04-18,281,9,58
60111,105,2024-01-12,461,53,23
60112,104,2024-04-02,308,30,44
60113,102,2024-09-05,473,6,1
60114,101,2024-08-29,201,1,47
60115,103,2024-12-07,278,19,28
60116,104,2024-04-02,186,3,57
60117,104,2024-04-17,344,27,33
60118,102,2024-03-05,410,54,16
60119,102,2024-01-06,332,48,35
60120,101,2024-08-07,332,41,49
60121,105,2024-01-05,381,29,1
60122,101,2024-02-03,51,2,22
60123,101,2024-06-09,460,34,45
60124,103,2024-06-02,310,43,52
60125,101,2024-03-18,300,22,34
60126,104,2024-08-11,102,3,0
60127,105,2024-11-12,446,54,18
60128,105,2024-12-03,302,21,59
60129,101,2024-08-05,277,30,43
60130,104,2024-03-19,209,15,45
60131,105,2024-12-01,470,8,37
60132,102,2024-04-15,485,44,22
60133,105,2024-08-09,325,20,33
60134,105,2024-01-16,211,28,16
60135,102,2024-11-01,226,31,48
60136,105,2024-12-14,116,10,40
60137,102,2024-11-21,391,0,16
60138,104,2024-01-20,282,5,35
60139,101,2024-04-19,487,57,22
60140,103,2024-11-02,455,12,42
60141,105,2024-05-07,337,7,19
60142,105,2024-05-24,223,33,15
60143,104,2024-05-26,361,39,43
60144,103,2024-01-06,393,9,6
60145,104,2024-10-01,67,0,9
60146,102,2024-09-23,453,19,15
60147,105,2024-05-06,407,61,55
